title,company,location,url,date,deadline,department,description,requirements,position_type
אחר,נס ציונה,נס ציונה,https://namerz.moin.gov.il/showexternal/55373/2,2026-06-17,2026-07-01,שפע ותשתיות,"רשות: נס ציונה · מחוז: מרכז · יחידה: שפ""ע ותשתיות · תחום: שפע ותשתיות · דירוג: מנהלי, דרגה 7- 9+ · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-01 · מספר מכרז: 55.26",12 שנות לימוד,
אחר,נס ציונה,נס ציונה,https://namerz.moin.gov.il/showexternal/55374/2,2026-06-17,2026-07-01,שפע ותשתיות,"רשות: נס ציונה · מחוז: מרכז · יחידה: שפ""ע ותשתיות · תחום: שפע ותשתיות · דירוג: מנהלי · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-01 · מספר מכרז: 44.26",12 שנות לימוד,
מנהל ספריה עירונית,גן רווה,גן רווה,https://namerz.moin.gov.il/showexternal/55379/1,2026-06-17,2026-07-01,נוער תרבות וספורט,"רשות: גן רווה · מחוז: מרכז · יחידה: נוער תרבות וספורט · תחום: נוער תרבות וספורט · דירוג: מח""ר 38-40, או שכר בכירים באישור משרד הפנים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-01 · מספר מכרז: 8.26",אקדמאית / חילופית בהתאם לחוק,
עובד אחזקה,גני תקווה,גני תקווה,https://namerz.moin.gov.il/showexternal/55399/1,2026-06-17,2026-07-01,ניהול כללי,"רשות: גני תקווה · מחוז: מרכז · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: מנהלי · רמת השכלה: 12 שנות לימוד, בגרות, השכלה תיכונית · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-01 · מספר מכרז: 50/2026",12 שנות לימוד; בגרות; השכלה תיכונית,
מנהל מחלקה גנרי,גני תקווה,גני תקווה,https://namerz.moin.gov.il/showexternal/55400/1,2026-06-17,2026-07-01,ניהול כללי,"רשות: גני תקווה · מחוז: מרכז · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: חוזה בכירים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, הנדסאי / טכנאי · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-01 · מספר מכרז: 51/2026",אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי,
מנהל יחידת הנוער ברשות (מנהל אגף/מחלקה/מדור/תחום נוער רשותי),חריש,חריש,https://namerz.moin.gov.il/showexternal/55409/2,2026-06-17,2026-07-01,נוער תרבות וספורט,רשות: חריש · מחוז: חיפה · יחידה: נוער תרבות וספורט · תחום: נוער תרבות וספורט · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-01 · מספר מכרז: 53/26,אקדמאית / חילופית בהתאם לחוק,
מלווה הסעות לילדים ולפעוטות עם מוגבלות,נתיבות,נתיבות,https://namerz.moin.gov.il/showexternal/55422/1,2026-06-17,2026-07-01,רווחה,רשות: נתיבות · מחוז: דרום · יחידה: רווחה · תחום: רווחה · דירוג: מנהלי 6-8 · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-01 · מספר מכרז: 1136/26,12 שנות לימוד,
"מרכז נושא מת""ן",נתיבות,נתיבות,https://namerz.moin.gov.il/showexternal/55423/1,2026-06-17,2026-07-01,רווחה,"רשות: נתיבות · מחוז: דרום · יחידה: רווחה · תחום: רווחה · דירוג: דירוג עובד סוציאלי (רמת ניהול 1) או דירוג המח""ר 37-39 · רמת השכלה: בגרות · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-01 · מספר מכרז: 1135/26",בגרות,
סגן מנהל מחלקה (גנרי),חולון,חולון,https://namerz.moin.gov.il/showexternal/55436/1,2026-06-17,2026-07-01,ניהול כללי,"רשות: חולון · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · רמת השכלה: בגרות, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-01 · מספר מכרז: 370/2026",בגרות; קורסים נוספים כמפורט בקובץ,
עובד יחידת משאבי אנוש,חולון,חולון,https://namerz.moin.gov.il/showexternal/55437/1,2026-06-17,2026-07-01,משאבי אנוש,"רשות: חולון · מחוז: תל-אביב · יחידה: משאבי אנוש · תחום: משאבי אנוש · רמת השכלה: בגרות, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-01 · מספר מכרז: 376/2026",בגרות; קורסים נוספים כמפורט בקובץ,
אחר,פתח תקווה,פתח תקווה,https://namerz.moin.gov.il/showexternal/55455/1,2026-06-18,2026-07-01,רווחה,"רשות: פתח תקווה · מחוז: מרכז · יחידה: רווחה · תחום: רווחה · דירוג: דירוג חינוך חברה ונוער · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-18 · מועד הגשה: 2026-07-01 · מספר מכרז: 124/2026",אקדמאית / חילופית בהתאם לחוק; קורסים נוספים כמפורט בקובץ,
מרכז נושא עבודה קהילתית,עכו,עכו,https://namerz.moin.gov.il/showexternal/55476/2,2026-06-19,2026-07-01,רווחה,"רשות: עכו · מחוז: צפון · יחידה: רווחה · תחום: רווחה · דירוג: המח""ר/ הסכם עו""ס · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-19 · מועד הגשה: 2026-07-01 · מספר מכרז: 48/2026",אקדמאית / חילופית בהתאם לחוק,
תובע הועדה המקומית לתכנון ובניה,עכו,עכו,https://namerz.moin.gov.il/showexternal/55477/2,2026-06-19,2026-07-01,משפטי,רשות: עכו · מחוז: צפון · יחידה: משפטי · תחום: משפטי · דירוג: חוזה 987 · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-19 · מועד הגשה: 2026-07-01 · מספר מכרז: 45/2026,אקדמאית / חילופית בהתאם לחוק,
אחר,גדרה,גדרה,https://namerz.moin.gov.il/showexternal/55758/2,2026-06-25,2026-07-01,רווחה,"רשות: גדרה · מחוז: מרכז · יחידה: רווחה · תחום: רווחה · דירוג: דרוג עו""ס ללא דרגת ניהול או דירוג מח""ר (37-39) בהתאם לכישורי העובד · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-25 · מועד הגשה: 2026-07-01 · מספר מכרז: 32/26",אקדמאית / חילופית בהתאם לחוק; קורסים נוספים כמפורט בקובץ,
אחר,רעננה,רעננה,https://namerz.moin.gov.il/showexternal/55406/1,2026-06-14,2026-07-01,הגנת הסביבה,רשות: רעננה · מחוז: מרכז · יחידה: הגנת הסביבה · תחום: הגנת הסביבה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-14 · מועד הגשה: 2026-07-01 · מספר מכרז: 096/2026,אקדמאית / חילופית בהתאם לחוק,
רכז חינוך חברתי רשותי,רעננה,רעננה,https://namerz.moin.gov.il/showexternal/55454/1,2026-06-18,2026-07-01,נוער תרבות וספורט,"רשות: רעננה · מחוז: מרכז · יחידה: נוער תרבות וספורט · תחום: נוער תרבות וספורט · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, הנדסאי / טכנאי · תאריך פרסום: 2026-06-18 · מועד הגשה: 2026-07-01 · מספר מכרז: 085/2026",אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי,
מהנדס הרשות,מסעדה,מסעדה,https://namerz.moin.gov.il/showexternal/55285/3,2026-06-15,2026-07-01,הנדסה,רשות: מסעדה · מחוז: צפון · יחידה: הנדסה · תחום: הנדסה · דירוג: חוזה בכירים · רמת השכלה: אדריכל / מהנדס · תאריך פרסום: 2026-06-15 · מועד הגשה: 2026-07-01 · מספר מכרז: 09/2026,אדריכל / מהנדס,
פסיכולוג חינוכי,מנשה,מנשה,https://namerz.moin.gov.il/showexternal/55714/1,2026-06-23,2026-07-01,חינוך,רשות: מנשה · מחוז: חיפה · יחידה: חינוך · תחום: חינוך · דירוג: פסיכולוגים- הסכם קיבוצי · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-23 · מועד הגשה: 2026-07-01 · מספר מכרז: 28-2026,אקדמאית / חילופית בהתאם לחוק,
מרכז נושא ועדת החלטה,קצרין,קצרין,https://namerz.moin.gov.il/showexternal/53446/7,2026-04-30,2026-07-02,רווחה,"רשות: קצרין · מחוז: צפון · יחידה: רווחה · תחום: רווחה · דירוג: עו""ס · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-04-30 · מועד הגשה: 2026-07-02 · מספר מכרז: 38/2026",אקדמאית / חילופית בהתאם לחוק,
עובד סוציאלי,קצרין,קצרין,https://namerz.moin.gov.il/showexternal/53451/7,2026-04-30,2026-07-02,רווחה,"רשות: קצרין · מחוז: צפון · יחידה: רווחה · תחום: רווחה · דירוג: עו""ס · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-04-30 · מועד הגשה: 2026-07-02 · מספר מכרז: 41/2026",אקדמאית / חילופית בהתאם לחוק,
"עו""ס קהילה",קצרין,קצרין,https://namerz.moin.gov.il/showexternal/53453/7,2026-04-30,2026-07-02,רווחה,"רשות: קצרין · מחוז: צפון · יחידה: רווחה · תחום: רווחה · דירוג: עו""ס · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-04-30 · מועד הגשה: 2026-07-02 · מספר מכרז: 43/2026",אקדמאית / חילופית בהתאם לחוק,
עובד סוציאלי מרחבי,גולן,גולן,https://namerz.moin.gov.il/showexternal/54935/3,2026-06-11,2026-07-02,רווחה,"רשות: גולן · מחוז: צפון · יחידה: רווחה · תחום: רווחה · דירוג: עו""ס · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-11 · מועד הגשה: 2026-07-02 · מספר מכרז: 25.2026",אקדמאית / חילופית בהתאם לחוק,
מדריך מוגנות לתלמידים ונוער במצבי סיכון,ברנר,ברנר,https://namerz.moin.gov.il/showexternal/55144/1,2026-06-11,2026-07-02,נוער תרבות וספורט,רשות: ברנר · מחוז: מרכז · יחידה: נוער תרבות וספורט · תחום: נוער תרבות וספורט · דירוג: חינוך ונוער · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-11 · מועד הגשה: 2026-07-02 · מספר מכרז: 9.26,12 שנות לימוד,
אחר,שדרות,שדרות,https://namerz.moin.gov.il/showexternal/55347/2,2026-06-17,2026-07-02,חינוך,"רשות: שדרות · מחוז: דרום · יחידה: חינוך · תחום: חינוך · דירוג: דירוג מקצועי בהתאם למעמד המקצועי של הפסיכולוג והוותק הקיים. · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-02 · מספר מכרז: 137",אקדמאית / חילופית בהתאם לחוק; קורסים נוספים כמפורט בקובץ,
אחר,גוש עציון,גוש עציון,https://namerz.moin.gov.il/showexternal/55431/2,2026-06-18,2026-07-02,משאבי אנוש,"רשות: גוש עציון · מחוז: יהודה ושומרון · יחידה: משאבי אנוש · תחום: משאבי אנוש · דירוג: מנהלי/מח""ר · רמת השכלה: 12 שנות לימוד, אקדמאית / חילופית בהתאם לחוק, בגרות · תאריך פרסום: 2026-06-18 · מועד הגשה: 2026-07-02 · מספר מכרז: 20-2026",12 שנות לימוד; אקדמאית / חילופית בהתאם לחוק; בגרות,
אב בית איש תחזוקה בבית הספר,חריש,חריש,https://namerz.moin.gov.il/showexternal/55438/1,2026-06-18,2026-07-02,חינוך,רשות: חריש · מחוז: חיפה · יחידה: חינוך · תחום: חינוך · דירוג: מנהלי 5-7 · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-18 · מועד הגשה: 2026-07-02 · מספר מכרז: 54/26,12 שנות לימוד,
