title,company,location,url,date,deadline,department,description,requirements,position_type
מזכיר ראש הרשות,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,https://namerz.moin.gov.il/showexternal/55345/2,2026-06-16,2026-06-30,לשכות נבחרים,"רשות: מודיעין-מכבים-רעות · מחוז: מרכז · יחידה: לשכות · תחום: לשכות נבחרים · דירוג: מינהלי 7-9 · רמת השכלה: 12 שנות לימוד, בגרות · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 86/2026",12 שנות לימוד; בגרות,
טכנאי מחשבים,פרדסיה,פרדסיה,https://namerz.moin.gov.il/showexternal/55346/1,2026-06-16,2026-06-30,מחשוב ומערכות מידע,"רשות: פרדסיה · מחוז: מרכז · יחידה: מחשוב ומערכות מידע · תחום: מחשוב ומערכות מידע · דירוג: מנהלי/ מח""ר/ הנדסאים וטכנאים · רמת השכלה: 12 שנות לימוד, הנדסאי / טכנאי, השכלה תיכונית, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 2.26",12 שנות לימוד; הנדסאי / טכנאי; השכלה תיכונית; קורסים נוספים כמפורט בקובץ,
תומכת חינוך בגן/כיתה לחינוך מיוחד,יהוד - מונסון,יהוד - מונסון,https://namerz.moin.gov.il/showexternal/55350/1,2026-06-16,2026-06-30,חינוך,רשות: יהוד - מונסון · מחוז: מרכז · יחידה: חינוך · תחום: חינוך · דירוג: תומך/ת חינוך · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 58/2026,12 שנות לימוד,
מנהל אגף גנרי,אופקים,אופקים,https://namerz.moin.gov.il/showexternal/55362/2,2026-06-16,2026-06-30,ניהול כללי,"רשות: אופקים · מחוז: דרום · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: דירוג מח""ר 41-43 או חוזה אישי, בכפוף לאישור משרד הפנים. · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 26/ע/2026",אקדמאית / חילופית בהתאם לחוק,
פקח מסייע (שיטור עירוני),אופקים,אופקים,https://namerz.moin.gov.il/showexternal/55364/1,2026-06-16,2026-06-30,חירום ובטחון,"רשות: אופקים · מחוז: דרום · יחידה: חירום וביטחון · תחום: חירום ובטחון · דירוג: בהתאם להסכם הקיבוצי  ולנתוני המועמד והתקציב. · רמת השכלה: 12 שנות לימוד, בגרות · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 25/2026/ע",12 שנות לימוד; בגרות,
מנהל יחידת תכנון תנועה וכבישים,חולון,חולון,https://namerz.moin.gov.il/showexternal/55365/1,2026-06-16,2026-06-30,הנדסה,רשות: חולון · מחוז: תל-אביב · יחידה: הנדסה · תחום: הנדסה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 374/2026,אקדמאית / חילופית בהתאם לחוק,
סגן מנהל מחלקה (גנרי),חולון,חולון,https://namerz.moin.gov.il/showexternal/55366/1,2026-06-16,2026-06-30,ניהול כללי,רשות: חולון · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 368/2026,אקדמאית / חילופית בהתאם לחוק,
סגן מנהל מחלקה (גנרי),חולון,חולון,https://namerz.moin.gov.il/showexternal/55367/1,2026-06-16,2026-06-30,ניהול כללי,"רשות: חולון · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · רמת השכלה: 12 שנות לימוד, בגרות, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 352/2026",12 שנות לימוד; בגרות; קורסים נוספים כמפורט בקובץ,
סגן מנהל מחלקה (גנרי),חולון,חולון,https://namerz.moin.gov.il/showexternal/55368/1,2026-06-16,2026-06-30,ניהול כללי,"רשות: חולון · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · רמת השכלה: אדריכל / מהנדס, הנדסאי / טכנאי · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 351/2026",אדריכל / מהנדס; הנדסאי / טכנאי,
פקח מסייע (שיטור עירוני),חולון,חולון,https://namerz.moin.gov.il/showexternal/55369/1,2026-06-16,2026-06-30,חירום ובטחון,"רשות: חולון · מחוז: תל-אביב · יחידה: חירום וביטחון · תחום: חירום ובטחון · רמת השכלה: 12 שנות לימוד, בגרות, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 371/2026",12 שנות לימוד; בגרות; קורסים נוספים כמפורט בקובץ,
אחר,מנשה,מנשה,https://namerz.moin.gov.il/showexternal/55380/1,2026-06-16,2026-06-30,אשכולות,רשות: מנשה · מחוז: חיפה · יחידה: אשכולות · תחום: אשכולות · דירוג: הסכמים קיבוצים · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 27-2026,12 שנות לימוד,
דובר הרשות המקומית,גני תקווה,גני תקווה,https://namerz.moin.gov.il/showexternal/55394/1,2026-06-16,2026-06-30,ניהול כללי,"רשות: גני תקווה · מחוז: מרכז · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: חוזה בכירים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, הנדסאי / טכנאי · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 47/2026",אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי,
מזכיר ראשי בבית הספר,גני תקווה,גני תקווה,https://namerz.moin.gov.il/showexternal/55396/1,2026-06-16,2026-06-30,חינוך,"רשות: גני תקווה · מחוז: מרכז · יחידה: חינוך · תחום: חינוך · דירוג: עפ""י הסכם קיבוצי · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, בגרות · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 48/2026",אקדמאית / חילופית בהתאם לחוק; בגרות,
אב בית איש תחזוקה בבית הספר,גני תקווה,גני תקווה,https://namerz.moin.gov.il/showexternal/55397/1,2026-06-16,2026-06-30,חינוך,"רשות: גני תקווה · מחוז: מרכז · יחידה: חינוך · תחום: חינוך · דירוג: מנהלי · רמת השכלה: 12 שנות לימוד, בגרות · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 49/2026",12 שנות לימוד; בגרות,
מזכיר בית הספר,אשכול,אשכול,https://namerz.moin.gov.il/showexternal/55415/1,2026-06-17,2026-06-30,חינוך,רשות: אשכול · מחוז: דרום · יחידה: חינוך · תחום: חינוך · רמת השכלה: השכלה תיכונית · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-06-30 · מספר מכרז: 47/2026,השכלה תיכונית,
פקח מסייע (שיטור עירוני),אשכול,אשכול,https://namerz.moin.gov.il/showexternal/55416/1,2026-06-17,2026-06-30,חירום ובטחון,"רשות: אשכול · מחוז: דרום · יחידה: חירום וביטחון · תחום: חירום ובטחון · רמת השכלה: 12 שנות לימוד, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-06-30 · מספר מכרז: 48/2026",12 שנות לימוד; קורסים נוספים כמפורט בקובץ,
אחר,אשכול,אשכול,https://namerz.moin.gov.il/showexternal/55417/1,2026-06-17,2026-06-30,רווחה,רשות: אשכול · מחוז: דרום · יחידה: רווחה · תחום: רווחה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-06-30 · מספר מכרז: 42/2026,אקדמאית / חילופית בהתאם לחוק,
אחר,אשכול,אשכול,https://namerz.moin.gov.il/showexternal/55418/1,2026-06-17,2026-06-30,רווחה,רשות: אשכול · מחוז: דרום · יחידה: רווחה · תחום: רווחה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-06-30 · מספר מכרז: 43/2026,אקדמאית / חילופית בהתאם לחוק,
עובד סוציאלי מרחבי,אשכול,אשכול,https://namerz.moin.gov.il/showexternal/55419/1,2026-06-17,2026-06-30,רווחה,רשות: אשכול · מחוז: דרום · יחידה: רווחה · תחום: רווחה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-06-30 · מספר מכרז: 39/2026,אקדמאית / חילופית בהתאם לחוק,
אב בית איש תחזוקה בבית הספר,אשכול,אשכול,https://namerz.moin.gov.il/showexternal/55420/1,2026-06-17,2026-06-30,חינוך,רשות: אשכול · מחוז: דרום · יחידה: חינוך · תחום: חינוך · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-06-30 · מספר מכרז: 40/2026,12 שנות לימוד,
אחר,אשכול,אשכול,https://namerz.moin.gov.il/showexternal/55421/1,2026-06-17,2026-06-30,רווחה,רשות: אשכול · מחוז: דרום · יחידה: רווחה · תחום: רווחה · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-06-30 · מספר מכרז: 08/2026,12 שנות לימוד,
אחר,פתח תקווה,פתח תקווה,https://namerz.moin.gov.il/showexternal/55424/1,2026-06-17,2026-06-30,ניהול כללי,"רשות: פתח תקווה · מחוז: מרכז · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: חוזה אישי 35% - 30% - משכר מנכ""ל בכפוף לאישור מנכ""ל · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-06-30 · מספר מכרז: 117/2026",אקדמאית / חילופית בהתאם לחוק; קורסים נוספים כמפורט בקובץ,
עובד סוציאלי,אעבלין,אעבלין,https://namerz.moin.gov.il/showexternal/55461/1,2026-06-18,2026-06-30,רווחה,רשות: אעבלין · מחוז: צפון · יחידה: רווחה · תחום: רווחה · דירוג: עובדים סוציאליים חדש · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-18 · מועד הגשה: 2026-06-30 · מספר מכרז: 03.2026,אקדמאית / חילופית בהתאם לחוק,
אחר,חולון,חולון,https://namerz.moin.gov.il/showexternal/55489/1,2026-06-16,2026-06-30,ניהול כללי,"רשות: חולון · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · רמת השכלה: בגרות, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 373/2026",בגרות; קורסים נוספים כמפורט בקובץ,
עורך דין בלשכה המשפטית,קרית אונו,קרית אונו,https://namerz.moin.gov.il/showexternal/55617/1,2026-06-23,2026-06-30,משפטי,רשות: קרית אונו · מחוז: תל-אביב · יחידה: משפטי · תחום: משפטי · דירוג: מתח דרגות ב-א2 בדרוג המשפטנים/חוזה דירוגי(987) ב-א2 בכפוף לאישור. · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-23 · מועד הגשה: 2026-06-30 · מספר מכרז: 37/2026,אקדמאית / חילופית בהתאם לחוק,
עורך דין בלשכה המשפטית,קרית אונו,קרית אונו,https://namerz.moin.gov.il/showexternal/55618/1,2026-06-23,2026-06-30,משפטי,רשות: קרית אונו · מחוז: תל-אביב · יחידה: משפטי · תחום: משפטי · דירוג: מתח דרגות א1-א3 בדרוג המשפטנים/ חוזה דירוגי(987) א1-א3 בכפוף לאישור. · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-23 · מועד הגשה: 2026-06-30 · מספר מכרז: 38/2026,אקדמאית / חילופית בהתאם לחוק,
מרכז נושא תכנון והערכה,רעננה,רעננה,https://namerz.moin.gov.il/showexternal/54342/4,2026-05-20,2026-06-30,רווחה,"רשות: רעננה · מחוז: מרכז · יחידה: רווחה · תחום: רווחה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-05-20 · מועד הגשה: 2026-06-30 · מספר מכרז: 077/2026",אקדמאית / חילופית בהתאם לחוק; קורסים נוספים כמפורט בקובץ,
מנהל יחידת חינוך,יסוד המעלה,יסוד המעלה,https://namerz.moin.gov.il/showexternal/55086/2,2026-06-10,2026-06-30,חינוך,רשות: יסוד המעלה · מחוז: צפון · יחידה: חינוך · תחום: חינוך · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-10 · מועד הגשה: 2026-06-30 · מספר מכרז: 10.26,אקדמאית / חילופית בהתאם לחוק,
פקח מסייע (שיטור עירוני),גן יבנה,גן יבנה,https://namerz.moin.gov.il/showexternal/55288/2,2026-06-16,2026-06-30,חירום ובטחון,"רשות: גן יבנה · מחוז: מרכז · יחידה: חירום וביטחון · תחום: חירום ובטחון · דירוג: 5-8 · רמת השכלה: 12 שנות לימוד, בגרות · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 21/26",12 שנות לימוד; בגרות,
אחר,באר שבע,באר שבע,https://namerz.moin.gov.il/showexternal/54942/1,2026-06-07,2026-06-30,חינוך,"רשות: באר שבע · מחוז: דרום · יחידה: חינוך · תחום: חינוך · דירוג: דרגה: + 42 – 40  דירוג: אקדמאים/הנדסאים/טכנאים /הסכם בכירים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, הנדסאי / טכנאי, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-07 · מועד הגשה: 2026-06-30 · מספר מכרז: 25/2026",אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי; קורסים נוספים כמפורט בקובץ,
אחר,באר שבע,באר שבע,https://namerz.moin.gov.il/showexternal/54943/1,2026-06-07,2026-06-30,רווחה,"רשות: באר שבע · מחוז: דרום · יחידה: רווחה · תחום: רווחה · דירוג: דירוג: עו""ס לפי הסכמים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-07 · מועד הגשה: 2026-06-30 · מספר מכרז: 21/2026",אקדמאית / חילופית בהתאם לחוק; קורסים נוספים כמפורט בקובץ,
מנהל יחידת רכש ואספקה,"בני עי""ש","בני עי""ש",https://namerz.moin.gov.il/showexternal/55247/2,2026-06-15,2026-06-30,כספים,"רשות: בני עי""ש · מחוז: מרכז · יחידה: כספים כללי · תחום: כספים · דירוג: מח""ר · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-15 · מועד הגשה: 2026-06-30 · מספר מכרז: 10/2026",אקדמאית / חילופית בהתאם לחוק,
פסיכולוג חינוכי,אלקנה,אלקנה,https://namerz.moin.gov.il/showexternal/55430/1,2026-06-16,2026-06-30,חינוך,רשות: אלקנה · מחוז: יהודה ושומרון · יחידה: חינוך · תחום: חינוך · דירוג: פסיכולוגים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 01/2026,אקדמאית / חילופית בהתאם לחוק,
מבקר פנים והממונה על תלונות הציבור,אבו גוש,אבו גוש,https://namerz.moin.gov.il/showexternal/53564/4,2026-05-04,2026-06-30,ביקורת,רשות: אבו גוש · מחוז: ירושלים · יחידה: ביקורת · תחום: ביקורת · דירוג: בכירים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-05-04 · מועד הגשה: 2026-06-30 · מספר מכרז: 06.2026,אקדמאית / חילופית בהתאם לחוק,
רופא וטרינרי רשותי,"בני עי""ש","בני עי""ש",https://namerz.moin.gov.il/showexternal/54852/3,2026-06-04,2026-06-30,שפע ותשתיות,"רשות: בני עי""ש · מחוז: מרכז · יחידה: שפ""ע ותשתיות · תחום: שפע ותשתיות · דירוג: וטרינרים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-04 · מועד הגשה: 2026-06-30 · מספר מכרז: 09/2026",אקדמאית / חילופית בהתאם לחוק; קורסים נוספים כמפורט בקובץ,
גזבר,מג'ד אל-כרום,מג'ד אל-כרום,https://namerz.moin.gov.il/showexternal/55017/6,2026-06-11,2026-06-30,כספים,רשות: מג'ד אל-כרום · מחוז: צפון · יחידה: כספים כללי · תחום: כספים · דירוג: דירוג ודרגה או חוזה בכירים בכפוף לקבלת אישור משרד הפנים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-11 · מועד הגשה: 2026-06-30 · מספר מכרז: 17-2026,אקדמאית / חילופית בהתאם לחוק,
אחר,בית שמש,בית שמש,https://namerz.moin.gov.il/showexternal/54127/3,2026-05-18,2026-07-01,שפע ותשתיות,"רשות: בית שמש · מחוז: ירושלים · יחידה: שפ""ע ותשתיות · תחום: שפע ותשתיות · דירוג: 9-11 מנהלי · רמת השכלה: 12 שנות לימוד, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-05-18 · מועד הגשה: 2026-07-01 · מספר מכרז: 87-26",12 שנות לימוד; קורסים נוספים כמפורט בקובץ,
עובד סוציאלי,מעלה אדומים,מעלה אדומים,https://namerz.moin.gov.il/showexternal/54488/5,2026-06-16,2026-07-01,רווחה,רשות: מעלה אדומים · מחוז: יהודה ושומרון · יחידה: רווחה · תחום: רווחה · דירוג: עובדים סוציאלים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-07-01 · מספר מכרז: מא-26,אקדמאית / חילופית בהתאם לחוק,
עובד סוציאלי,מעלה אדומים,מעלה אדומים,https://namerz.moin.gov.il/showexternal/54498/5,2026-06-16,2026-07-01,רווחה,רשות: מעלה אדומים · מחוז: יהודה ושומרון · יחידה: רווחה · תחום: רווחה · דירוג: עובדים סוציאלים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-07-01 · מספר מכרז: מא-26,אקדמאית / חילופית בהתאם לחוק,
אחר,בית שמש,בית שמש,https://namerz.moin.gov.il/showexternal/54989/3,2026-06-07,2026-07-01,חירום ובטחון,רשות: בית שמש · מחוז: ירושלים · יחידה: חירום וביטחון · תחום: חירום ובטחון · דירוג: 8-10 מנהלי · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-07 · מועד הגשה: 2026-07-01 · מספר מכרז: 95-26,12 שנות לימוד,
אחר,בית שמש,בית שמש,https://namerz.moin.gov.il/showexternal/55337/1,2026-06-14,2026-07-01,שפע ותשתיות,"רשות: בית שמש · מחוז: ירושלים · יחידה: שפ""ע ותשתיות · תחום: שפע ותשתיות · דירוג: 5-8 מנהלי · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-14 · מועד הגשה: 2026-07-01 · מספר מכרז: 100-26",12 שנות לימוד,
אחר,מעלה אדומים,מעלה אדומים,https://namerz.moin.gov.il/showexternal/55348/2,2026-06-16,2026-07-01,אשכולות,"רשות: מעלה אדומים · מחוז: יהודה ושומרון · יחידה: אשכולות · תחום: אשכולות · דירוג: מינהלי/מח""ר · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-07-01 · מספר מכרז: מא-25",אקדמאית / חילופית בהתאם לחוק,
מנהל יחידת הפיקוח העירוני הייעודית במערך האכיפה העירוני  (שיטור עירוני),כפר יונה,כפר יונה,https://namerz.moin.gov.il/showexternal/55381/2,2026-06-17,2026-07-01,חירום ובטחון,"רשות: כפר יונה · מחוז: מרכז · יחידה: חירום וביטחון · תחום: חירום ובטחון · דירוג: הנדסאי/מח""ר · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-01 · מספר מכרז: 519/26",אקדמאית / חילופית בהתאם לחוק,
אחר,כפר יונה,כפר יונה,https://namerz.moin.gov.il/showexternal/55383/2,2026-06-17,2026-07-01,רווחה,"רשות: כפר יונה · מחוז: מרכז · יחידה: רווחה · תחום: רווחה · דירוג: דרוג המח""ר דרגות: 37-39 / ע""פ איגוד העובדים הסוציאלים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-01 · מספר מכרז: 520/2026",אקדמאית / חילופית בהתאם לחוק,
תומך עובד סוציאלי,מודיעין עילית,מודיעין עילית,https://namerz.moin.gov.il/showexternal/55384/1,2026-06-17,2026-07-01,רווחה,"רשות: מודיעין עילית · מחוז: יהודה ושומרון · יחידה: רווחה · תחום: רווחה · דירוג: דירוג מנהלי דרגה 6-8 · רמת השכלה: 12 שנות לימוד, אקדמאית / חילופית בהתאם לחוק, בגרות · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-01 · מספר מכרז: 2622",12 שנות לימוד; אקדמאית / חילופית בהתאם לחוק; בגרות,
מזכיר בית הספר,עמק יזרעאל,עמק יזרעאל,https://namerz.moin.gov.il/showexternal/55388/1,2026-06-17,2026-07-01,חינוך,"רשות: עמק יזרעאל · מחוז: צפון · יחידה: חינוך · תחום: חינוך · דירוג: מנהלי, 7-9 · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-01 · מספר מכרז: 74/2026",12 שנות לימוד,
קצין ביטחון מוסדות החינוך,ראשון לציון,ראשון לציון,https://namerz.moin.gov.il/showexternal/55432/1,2026-06-18,2026-07-01,חינוך,"רשות: ראשון לציון · מחוז: מרכז · יחידה: חינוך · תחום: חינוך · דירוג: המועמד יועסק במתח דרגות 8-10 בדירוג המנהלי או העסקה במתח דרגות 38-40 בדירוג המח""ר. הזוכה במכרז יתבקש לעמוד בדרישות ההסמכה של קורס מנהלי ביטחון וקב""טי מוסדות חינוך של משרד החינוך  	מועמד שייבחר לתפקיד ישובץ במערך החירום העירוני                (תקן 1 – 100% משרה) · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-18 · מועד הגשה: 2026-07-01 · מספר מכרז: 144.2026",12 שנות לימוד,
פקח סביבתי,ראשון לציון,ראשון לציון,https://namerz.moin.gov.il/showexternal/55433/1,2026-06-18,2026-07-01,איגוד ערים,"רשות: ראשון לציון · מחוז: מרכז · יחידה: איגוד ערים · תחום: איגוד ערים · דירוג: :  העובד יועסק במתח דרגות 5-8 בדירוג המנהלי.          מועמד שיבחר לתפקיד ישובץ במערך החירום העירוני.         100% משרה    2 תקנים · רמת השכלה: 12 שנות לימוד, בגרות · תאריך פרסום: 2026-06-18 · מועד הגשה: 2026-07-01 · מספר מכרז: 154.2026",12 שנות לימוד; בגרות,
פקח חניה וחוקי עזר,ראשון לציון,ראשון לציון,https://namerz.moin.gov.il/showexternal/55434/1,2026-06-18,2026-07-01,ניהול כללי,"רשות: ראשון לציון · מחוז: מרכז · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: א.	העובד יועסק במתח דרגות 5-8 בדירוג המנהלי.          מועמד שיבחר לתפקיד ישובץ במערך החירום העירוני.         100% משרה          (12 תקנים) · רמת השכלה: 12 שנות לימוד, בגרות · תאריך פרסום: 2026-06-18 · מועד הגשה: 2026-07-01 · מספר מכרז: 142.2026",12 שנות לימוד; בגרות,
פקח מסייע (שיטור עירוני),ראשון לציון,ראשון לציון,https://namerz.moin.gov.il/showexternal/55435/1,2026-06-18,2026-07-01,חירום ובטחון,"רשות: ראשון לציון · מחוז: מרכז · יחידה: חירום וביטחון · תחום: חירום ובטחון · דירוג: :    העובד יועסק במתח דרגות 5-8 בדירוג המנהלי.         היקף משרה: 100%. (10 תקנים)        מועמד שייבחר לתפקיד, ישובץ במערך החירום העירוני. · רמת השכלה: 12 שנות לימוד, בגרות · תאריך פרסום: 2026-06-18 · מועד הגשה: 2026-07-01 · מספר מכרז: 143.2026",12 שנות לימוד; בגרות,
מזכיר בית הספר,טבריה,טבריה,https://namerz.moin.gov.il/showexternal/55456/1,2026-06-18,2026-07-01,חינוך,רשות: טבריה · מחוז: צפון · יחידה: חינוך · תחום: חינוך · דירוג: 7-9 בדירוג מנהלי · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-18 · מועד הגשה: 2026-07-01 · מספר מכרז: 65/2026,12 שנות לימוד,
תומך עובד סוציאלי,נתניה,נתניה,https://namerz.moin.gov.il/showexternal/55463/1,2026-06-18,2026-07-01,רווחה,רשות: נתניה · מחוז: מרכז · יחידה: רווחה · תחום: רווחה · דירוג: 6-8 · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-18 · מועד הגשה: 2026-07-01 · מספר מכרז: 1081/26,12 שנות לימוד,
מוקדן נציג שירות,נתניה,נתניה,https://namerz.moin.gov.il/showexternal/55464/1,2026-06-18,2026-07-01,ניהול כללי,רשות: נתניה · מחוז: מרכז · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: 6-8 · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-18 · מועד הגשה: 2026-07-01 · מספר מכרז: 1082/26,12 שנות לימוד,
פקח חניה וחוקי עזר,כפר יונה,כפר יונה,https://namerz.moin.gov.il/showexternal/55475/1,2026-06-17,2026-07-01,ניהול כללי,רשות: כפר יונה · מחוז: מרכז · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: אחיד · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-01 · מספר מכרז: 521/26,12 שנות לימוד,
מהנדס הרשות,עמק יזרעאל,עמק יזרעאל,https://namerz.moin.gov.il/showexternal/55385/2,2026-06-17,2026-07-01,הנדסה,"רשות: עמק יזרעאל · מחוז: צפון · יחידה: הנדסה · תחום: הנדסה · דירוג: חוזה אישי - בכפוף לאישור משרד הפנים (95% - 85% משכר מנכ""ל) · רמת השכלה: אדריכל / מהנדס · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-01 · מספר מכרז: 67/2026",אדריכל / מהנדס,
תומכת חינוך בגן/כיתה לחינוך מיוחד,זבולון,זבולון,https://namerz.moin.gov.il/showexternal/55411/2,2026-06-17,2026-07-01,חינוך,רשות: זבולון · מחוז: חיפה · יחידה: חינוך · תחום: חינוך · דירוג: בהתאם לרפורמת הסייעות · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-01 · מספר מכרז: 18/2026,12 שנות לימוד,
מדריך הכנה לשרות משמעותי,עפולה,עפולה,https://namerz.moin.gov.il/showexternal/55220/1,2026-06-14,2026-07-01,נוער תרבות וספורט,"רשות: עפולה · מחוז: צפון · יחידה: נוער תרבות וספורט · תחום: נוער תרבות וספורט · דירוג: מח""ר · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-14 · מועד הגשה: 2026-07-01 · מספר מכרז: 41/2026",אקדמאית / חילופית בהתאם לחוק,
אחר,נס ציונה,נס ציונה,https://namerz.moin.gov.il/showexternal/55372/2,2026-06-17,2026-07-01,רווחה,"רשות: נס ציונה · מחוז: מרכז · יחידה: רווחה · תחום: רווחה · דירוג: מח""ר או דירוג העובד הסוציאלי ללא דירוג ניהול · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-01 · מספר מכרז: 49.26",אקדמאית / חילופית בהתאם לחוק,
